File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,221M, Num_Chunks:9,15.5709
,221M, Num_Chunks:9,10.3052
,221M, Num_Chunks:9,20.9409
,221M, Num_Chunks:9,11.1247
,221M, Num_Chunks:9,24.5193
,221M, Num_Chunks:9,7.8062
,221M, Num_Chunks:9,10.3099
,221M, Num_Chunks:9,10.6419
,222M, Num_Chunks:9,12.8312
,222M, Num_Chunks:9,13.8152
,222M, Num_Chunks:9,20.5508
,222M, Num_Chunks:9,8.7669
,222M, Num_Chunks:9,10.9047
,222M, Num_Chunks:9,20.2942
,222M, Num_Chunks:9,11.0612
,222M, Num_Chunks:9,10.1434
,222M, Num_Chunks:9,13.8450
,222M, Num_Chunks:9,9.9189
,223M, Num_Chunks:9,10.8411
,223M, Num_Chunks:9,8.7514
,223M, Num_Chunks:9,14.2544
,223M, Num_Chunks:9,8.8173
,223M, Num_Chunks:9,11.8802
,223M, Num_Chunks:9,8.6085
,223M, Num_Chunks:9,11.5004
,223M, Num_Chunks:9,13.1066
,223M, Num_Chunks:9,12.1023
,223M, Num_Chunks:9,9.0513
,224M, Num_Chunks:9,15.6768
,224M, Num_Chunks:9,10.7523
,224M, Num_Chunks:9,10.6415
,224M, Num_Chunks:9,8.7970
,224M, Num_Chunks:9,11.4050
,224M, Num_Chunks:9,9.0692
,224M, Num_Chunks:9,9.2191
,224M, Num_Chunks:9,19.5917
,224M, Num_Chunks:9,8.8799
,224M, Num_Chunks:9,11.4562
,225M, Num_Chunks:9,9.2793
,225M, Num_Chunks:9,13.1989
,225M, Num_Chunks:9,14.7314
,225M, Num_Chunks:9,14.2681
,225M, Num_Chunks:9,10.1350
,225M, Num_Chunks:9,9.5091
,225M, Num_Chunks:9,24.7302
,225M, Num_Chunks:9,10.8824
,225M, Num_Chunks:9,8.5187
,225M, Num_Chunks:9,10.1289
,226M, Num_Chunks:9,10.0651
,226M, Num_Chunks:9,11.0676
,226M, Num_Chunks:9,10.2021
,226M, Num_Chunks:9,10.9264
,226M, Num_Chunks:9,19.8265
,226M, Num_Chunks:9,12.1669
,226M, Num_Chunks:9,9.3451
,226M, Num_Chunks:9,14.0899
,226M, Num_Chunks:9,11.7161
,226M, Num_Chunks:9,11.5998
,227M, Num_Chunks:9,9.9271
,227M, Num_Chunks:9,10.0518
,227M, Num_Chunks:9,10.2218
,227M, Num_Chunks:9,11.6905
,227M, Num_Chunks:9,12.6780
,227M, Num_Chunks:9,15.4099
,227M, Num_Chunks:9,12.1252
,227M, Num_Chunks:9,24.1470
,227M, Num_Chunks:9,23.1345
,227M, Num_Chunks:9,12.3074
,228M, Num_Chunks:8,10.9795
,228M, Num_Chunks:8,9.4553
,228M, Num_Chunks:8,9.9782
,228M, Num_Chunks:8,12.0534
,228M, Num_Chunks:8,21.6408
,228M, Num_Chunks:8,10.2202
,228M, Num_Chunks:8,9.7611
,228M, Num_Chunks:8,10.3104
,228M, Num_Chunks:8,10.7103
,228M, Num_Chunks:8,9.8116
,229M, Num_Chunks:8,9.5764
,229M, Num_Chunks:8,9.0062
,229M, Num_Chunks:8,9.7179
,229M, Num_Chunks:8,11.9544
,229M, Num_Chunks:8,9.5879
,229M, Num_Chunks:8,10.1059
,229M, Num_Chunks:8,10.7696
,229M, Num_Chunks:8,9.8158
,229M, Num_Chunks:8,25.2776
,229M, Num_Chunks:8,10.4047
,230M, Num_Chunks:8,12.3521
,230M, Num_Chunks:8,10.3767
,230M, Num_Chunks:8,8.7865
,230M, Num_Chunks:8,9.0445
,230M, Num_Chunks:8,9.9206
,230M, Num_Chunks:8,16.3890
,230M, Num_Chunks:8,11.6061
,230M, Num_Chunks:8,9.9631
,230M, Num_Chunks:8,10.6909
,230M, Num_Chunks:8,10.0211
,231M, Num_Chunks:8,10.5359
,231M, Num_Chunks:8,9.9422
,231M, Num_Chunks:8,18.7458
,231M, Num_Chunks:8,12.4988
,231M, Num_Chunks:8,10.4878
,231M, Num_Chunks:8,11.3503
,231M, Num_Chunks:8,13.7805
,231M, Num_Chunks:8,14.6219
,231M, Num_Chunks:8,10.4980
,231M, Num_Chunks:8,10.2695
,232M, Num_Chunks:8,25.3950
,232M, Num_Chunks:8,9.5514
,232M, Num_Chunks:8,9.1996
,232M, Num_Chunks:8,9.0534
,232M, Num_Chunks:8,11.4332
,232M, Num_Chunks:8,9.3325
,232M, Num_Chunks:8,18.5261
,232M, Num_Chunks:8,9.1261
,232M, Num_Chunks:8,9.7426
,232M, Num_Chunks:8,9.0874
,233M, Num_Chunks:8,9.7624
,233M, Num_Chunks:8,12.8190
,233M, Num_Chunks:8,13.6201
,233M, Num_Chunks:8,10.5045
,233M, Num_Chunks:8,8.6747
,233M, Num_Chunks:8,12.3510
,233M, Num_Chunks:8,11.6392
,233M, Num_Chunks:8,21.2557
,233M, Num_Chunks:8,12.0814
,233M, Num_Chunks:8,9.5585
,234M, Num_Chunks:8,17.1765
,234M, Num_Chunks:8,9.4118
,234M, Num_Chunks:8,10.1158
,234M, Num_Chunks:8,9.1141
,234M, Num_Chunks:8,10.7180
,234M, Num_Chunks:8,12.4161
,234M, Num_Chunks:8,10.4413
,234M, Num_Chunks:8,8.3580
,234M, Num_Chunks:8,21.1534
,234M, Num_Chunks:8,9.1823
,235M, Num_Chunks:8,21.4141
,235M, Num_Chunks:8,9.1538
,235M, Num_Chunks:8,10.7531
,235M, Num_Chunks:8,10.8040
,235M, Num_Chunks:8,15.9762
,235M, Num_Chunks:8,9.3014
,235M, Num_Chunks:8,9.1392
,235M, Num_Chunks:8,13.1891
,235M, Num_Chunks:8,11.7147
,235M, Num_Chunks:8,21.5737
,236M, Num_Chunks:8,12.1038
,236M, Num_Chunks:8,10.2060
,236M, Num_Chunks:8,11.7492
,236M, Num_Chunks:8,25.0851
,236M, Num_Chunks:8,9.9601
,236M, Num_Chunks:8,11.3020
,236M, Num_Chunks:8,9.4777
,236M, Num_Chunks:8,10.0816
,236M, Num_Chunks:8,12.9704
,236M, Num_Chunks:8,10.0390
,237M, Num_Chunks:8,11.2038
,237M, Num_Chunks:8,11.4313
,237M, Num_Chunks:8,12.3957
,237M, Num_Chunks:8,10.4475
,237M, Num_Chunks:8,11.7990
,237M, Num_Chunks:8,11.9190
,237M, Num_Chunks:8,9.3219
,237M, Num_Chunks:8,9.0626
,237M, Num_Chunks:8,10.3791
,237M, Num_Chunks:8,10.3460
,238M, Num_Chunks:8,11.7722
,238M, Num_Chunks:8,9.1281
,238M, Num_Chunks:8,12.4155
,238M, Num_Chunks:8,9.8321
,238M, Num_Chunks:8,21.6259
,238M, Num_Chunks:8,9.1453
,238M, Num_Chunks:8,18.6218
,238M, Num_Chunks:8,21.7197
,238M, Num_Chunks:8,8.9614
,238M, Num_Chunks:8,10.3426
,239M, Num_Chunks:8,13.9509
,239M, Num_Chunks:8,9.4232
,239M, Num_Chunks:8,8.9166
,239M, Num_Chunks:8,17.9391
,239M, Num_Chunks:8,14.2513
,239M, Num_Chunks:8,11.9393
,239M, Num_Chunks:8,24.7348
,239M, Num_Chunks:8,15.1751
,239M, Num_Chunks:8,8.9830
,239M, Num_Chunks:8,10.2784
,240M, Num_Chunks:8,11.3685
,240M, Num_Chunks:8,11.5855
,240M, Num_Chunks:8,9.3491
,240M, Num_Chunks:8,9.7189
,240M, Num_Chunks:8,17.4062
,240M, Num_Chunks:8,21.4929
,240M, Num_Chunks:8,12.3295
,240M, Num_Chunks:8,11.6624
,240M, Num_Chunks:8,12.5555
,240M, Num_Chunks:8,10.4876
,241M, Num_Chunks:8,11.3409
,241M, Num_Chunks:8,9.6976
,241M, Num_Chunks:8,9.6688
,241M, Num_Chunks:8,10.1053
,241M, Num_Chunks:8,12.2669
,241M, Num_Chunks:8,9.9834
,241M, Num_Chunks:8,11.2349
,241M, Num_Chunks:8,9.5820
,241M, Num_Chunks:8,9.2195
,241M, Num_Chunks:8,10.4117
,242M, Num_Chunks:8,25.1226
,242M, Num_Chunks:8,12.7998
,242M, Num_Chunks:8,10.2640
,242M, Num_Chunks:8,9.9083
,242M, Num_Chunks:8,16.0875
,242M, Num_Chunks:8,10.7793
,242M, Num_Chunks:8,12.9664
,242M, Num_Chunks:8,8.9596
,242M, Num_Chunks:8,8.9547
,242M, Num_Chunks:8,13.1700
,243M, Num_Chunks:8,10.1012
,243M, Num_Chunks:8,13.4025
,243M, Num_Chunks:8,9.3993
,243M, Num_Chunks:8,9.0165
,243M, Num_Chunks:8,20.2176
,243M, Num_Chunks:8,8.8523
,243M, Num_Chunks:8,9.0647
,243M, Num_Chunks:8,9.8580
,243M, Num_Chunks:8,10.5743
,243M, Num_Chunks:8,19.6633
,244M, Num_Chunks:8,9.9659
,244M, Num_Chunks:8,10.4381
,244M, Num_Chunks:8,18.4872
,244M, Num_Chunks:8,10.3318
,244M, Num_Chunks:8,9.5708
,244M, Num_Chunks:8,15.9849
,244M, Num_Chunks:8,23.8731
,244M, Num_Chunks:8,10.8851
,244M, Num_Chunks:8,9.2384
,244M, Num_Chunks:8,9.1330
,245M, Num_Chunks:8,22.0853
,245M, Num_Chunks:8,11.0509
,245M, Num_Chunks:8,9.4980
,245M, Num_Chunks:8,9.7654
,245M, Num_Chunks:8,21.1131
,245M, Num_Chunks:8,19.4227
,245M, Num_Chunks:8,15.3272
,245M, Num_Chunks:8,14.7024
,245M, Num_Chunks:8,11.6700
,245M, Num_Chunks:8,9.8659
,246M, Num_Chunks:8,9.1153
,246M, Num_Chunks:8,9.5639
,246M, Num_Chunks:8,12.2589
,246M, Num_Chunks:8,16.8018
,246M, Num_Chunks:8,9.2395
,246M, Num_Chunks:8,13.6299
,246M, Num_Chunks:8,11.1453
,246M, Num_Chunks:8,10.3360
,246M, Num_Chunks:8,14.6478
,246M, Num_Chunks:8,13.5643
,247M, Num_Chunks:8,21.5282
,247M, Num_Chunks:8,10.2517
,247M, Num_Chunks:8,9.9683
,247M, Num_Chunks:8,21.3045
,247M, Num_Chunks:8,10.0042
,247M, Num_Chunks:8,9.1545
,247M, Num_Chunks:8,15.1894
,247M, Num_Chunks:8,12.3249
,247M, Num_Chunks:8,9.0890
,247M, Num_Chunks:8,10.5850
,248M, Num_Chunks:8,13.7052
,248M, Num_Chunks:8,10.2108
,248M, Num_Chunks:8,17.8525
,248M, Num_Chunks:8,10.6056
,248M, Num_Chunks:8,9.1148
,248M, Num_Chunks:8,10.0893
,248M, Num_Chunks:8,19.9163
,248M, Num_Chunks:8,16.3569
,248M, Num_Chunks:8,9.4330
,248M, Num_Chunks:8,10.4135
,249M, Num_Chunks:8,9.0130
,249M, Num_Chunks:8,9.6584
,249M, Num_Chunks:8,10.1727
,249M, Num_Chunks:8,14.8953
,249M, Num_Chunks:8,24.8722
,249M, Num_Chunks:8,14.1096
,249M, Num_Chunks:8,10.7349
,249M, Num_Chunks:8,8.8793
,249M, Num_Chunks:8,12.3646
,249M, Num_Chunks:8,9.6996
,250M, Num_Chunks:8,10.1124
,250M, Num_Chunks:8,9.8174
,250M, Num_Chunks:8,8.9621
,250M, Num_Chunks:8,17.4654
,250M, Num_Chunks:8,12.1208
,250M, Num_Chunks:8,24.3011
,250M, Num_Chunks:8,11.3193
,250M, Num_Chunks:8,21.4416
,250M, Num_Chunks:8,9.6455
,250M, Num_Chunks:8,24.6242
,251M, Num_Chunks:8,18.8997
,251M, Num_Chunks:8,9.2889
,251M, Num_Chunks:8,21.3267
,251M, Num_Chunks:8,14.9366
,251M, Num_Chunks:8,9.3794
,251M, Num_Chunks:8,9.7417
,251M, Num_Chunks:8,21.4079
,251M, Num_Chunks:8,14.5578
,251M, Num_Chunks:8,11.4975
,251M, Num_Chunks:8,9.1525
,252M, Num_Chunks:8,8.6436
,252M, Num_Chunks:8,10.9095
,252M, Num_Chunks:8,12.8189
,252M, Num_Chunks:8,9.7876
,252M, Num_Chunks:8,10.6961
,252M, Num_Chunks:8,14.2690
,252M, Num_Chunks:8,9.5765
,252M, Num_Chunks:8,10.0133
,252M, Num_Chunks:8,12.8189
,252M, Num_Chunks:8,10.7138
,253M, Num_Chunks:8,10.0042
,253M, Num_Chunks:8,9.5485
,253M, Num_Chunks:8,9.5625
,253M, Num_Chunks:8,11.3361
,253M, Num_Chunks:8,11.7245
,253M, Num_Chunks:8,22.5084
,253M, Num_Chunks:8,10.7101
,253M, Num_Chunks:8,9.1072
,253M, Num_Chunks:8,8.9820
,253M, Num_Chunks:8,12.1886
,254M, Num_Chunks:8,10.3926
,254M, Num_Chunks:8,9.7109
,254M, Num_Chunks:8,8.9272
,254M, Num_Chunks:8,9.6759
,254M, Num_Chunks:8,9.6602
,254M, Num_Chunks:8,24.3800
,254M, Num_Chunks:8,17.1732
,254M, Num_Chunks:8,9.6296
,254M, Num_Chunks:8,11.0720
,254M, Num_Chunks:8,9.5123
,255M, Num_Chunks:8,16.4259
,255M, Num_Chunks:8,10.2800
,255M, Num_Chunks:8,10.3216
,255M, Num_Chunks:8,9.1624
,255M, Num_Chunks:8,14.5735
,255M, Num_Chunks:8,9.5288
,255M, Num_Chunks:8,13.8495
,255M, Num_Chunks:8,10.8598
,255M, Num_Chunks:8,11.8828
,255M, Num_Chunks:8,13.4596
,256M, Num_Chunks:8,10.1141
,256M, Num_Chunks:8,10.4055
,256M, Num_Chunks:8,9.1735
,256M, Num_Chunks:8,13.1302
,256M, Num_Chunks:8,9.2517
,256M, Num_Chunks:8,9.1147
,256M, Num_Chunks:8,24.2859
,256M, Num_Chunks:8,8.9153
,256M, Num_Chunks:8,10.4877
,256M, Num_Chunks:8,10.0146
,257M, Num_Chunks:7,9.7238
,257M, Num_Chunks:7,11.1252
,257M, Num_Chunks:7,12.6166
,257M, Num_Chunks:7,10.3555
,257M, Num_Chunks:7,11.7314
,257M, Num_Chunks:7,17.2812
,257M, Num_Chunks:7,10.9209
,257M, Num_Chunks:7,10.2588
,257M, Num_Chunks:7,10.8424
,257M, Num_Chunks:7,10.6014
,258M, Num_Chunks:7,25.2243
,258M, Num_Chunks:7,11.2541
,258M, Num_Chunks:7,25.4833
,258M, Num_Chunks:7,10.6790
,258M, Num_Chunks:7,10.3795
,258M, Num_Chunks:7,9.7433
,258M, Num_Chunks:7,11.3426
,258M, Num_Chunks:7,10.5213
,258M, Num_Chunks:7,11.0452
,258M, Num_Chunks:7,10.0681
,259M, Num_Chunks:7,9.7758
,259M, Num_Chunks:7,10.1422
,259M, Num_Chunks:7,22.3576
,259M, Num_Chunks:7,11.6633
,259M, Num_Chunks:7,10.6676
,259M, Num_Chunks:7,10.0795
,259M, Num_Chunks:7,14.4752
,259M, Num_Chunks:7,9.9047
,259M, Num_Chunks:7,10.8760
,259M, Num_Chunks:7,9.7916
,260M, Num_Chunks:7,16.0013
,260M, Num_Chunks:7,15.5125
,260M, Num_Chunks:7,11.5811
,260M, Num_Chunks:7,21.8985
,260M, Num_Chunks:7,17.3137
,260M, Num_Chunks:7,9.8706
,260M, Num_Chunks:7,11.5593
,260M, Num_Chunks:7,10.7825
,260M, Num_Chunks:7,13.0272
,260M, Num_Chunks:7,14.5738
,261M, Num_Chunks:7,10.3004
,261M, Num_Chunks:7,11.0391
,261M, Num_Chunks:7,9.6993
,261M, Num_Chunks:7,10.4457
,261M, Num_Chunks:7,10.7573
,261M, Num_Chunks:7,9.7008
,261M, Num_Chunks:7,10.2229
,261M, Num_Chunks:7,9.2260
,261M, Num_Chunks:7,10.1457
,261M, Num_Chunks:7,13.0134
,262M, Num_Chunks:7,22.0363
,262M, Num_Chunks:7,12.9483
,262M, Num_Chunks:7,10.7052
,262M, Num_Chunks:7,25.4536
,262M, Num_Chunks:7,12.2041
,262M, Num_Chunks:7,10.8902
,262M, Num_Chunks:7,10.5852
,262M, Num_Chunks:7,10.4656
,262M, Num_Chunks:7,20.8788
,262M, Num_Chunks:7,22.1157
,263M, Num_Chunks:7,9.7726
,263M, Num_Chunks:7,10.0901
,263M, Num_Chunks:7,9.4603
,263M, Num_Chunks:7,12.6949
,263M, Num_Chunks:7,15.6977
,263M, Num_Chunks:7,12.8136
,263M, Num_Chunks:7,22.2651
,263M, Num_Chunks:7,20.1143
,263M, Num_Chunks:7,12.1400
,263M, Num_Chunks:7,15.2803
,264M, Num_Chunks:7,9.9398
,264M, Num_Chunks:7,12.5294
,264M, Num_Chunks:7,15.2154
,264M, Num_Chunks:7,10.3712
,264M, Num_Chunks:7,11.3635
,264M, Num_Chunks:7,15.7469
,264M, Num_Chunks:7,17.0750
,264M, Num_Chunks:7,9.6709
,264M, Num_Chunks:7,12.8036
,264M, Num_Chunks:7,9.5272
,265M, Num_Chunks:7,11.2147
,265M, Num_Chunks:7,13.5231
,265M, Num_Chunks:7,18.6214
,265M, Num_Chunks:7,14.6036
,265M, Num_Chunks:7,11.4198
,265M, Num_Chunks:7,12.6873
,265M, Num_Chunks:7,10.7156
,265M, Num_Chunks:7,10.7037
,265M, Num_Chunks:7,11.1678
,265M, Num_Chunks:7,19.2407
,266M, Num_Chunks:7,25.4761
,266M, Num_Chunks:7,10.4883
,266M, Num_Chunks:7,10.0495
,266M, Num_Chunks:7,9.6783
,266M, Num_Chunks:7,9.8569
,266M, Num_Chunks:7,12.4521
,266M, Num_Chunks:7,13.3777
,266M, Num_Chunks:7,9.9215
,266M, Num_Chunks:7,11.3660
,266M, Num_Chunks:7,13.9019
,267M, Num_Chunks:7,12.7579
,267M, Num_Chunks:7,16.6707
,267M, Num_Chunks:7,19.2597
,267M, Num_Chunks:7,12.8935
,267M, Num_Chunks:7,9.9350
,267M, Num_Chunks:7,10.4110
,267M, Num_Chunks:7,10.3525
,267M, Num_Chunks:7,20.7221
,267M, Num_Chunks:7,15.3206
,267M, Num_Chunks:7,9.6801
,268M, Num_Chunks:7,10.2871
,268M, Num_Chunks:7,22.2402
,268M, Num_Chunks:7,9.8226
,268M, Num_Chunks:7,11.2304
,268M, Num_Chunks:7,10.5197
,268M, Num_Chunks:7,9.8235
,268M, Num_Chunks:7,11.2369
,268M, Num_Chunks:7,15.2065
,268M, Num_Chunks:7,21.3122
,268M, Num_Chunks:7,11.1446
,269M, Num_Chunks:7,10.6557
,269M, Num_Chunks:7,22.7350
,269M, Num_Chunks:7,9.9182
,269M, Num_Chunks:7,11.1281
,269M, Num_Chunks:7,9.6376
,269M, Num_Chunks:7,10.7168
,269M, Num_Chunks:7,13.9217
,269M, Num_Chunks:7,10.5734
,269M, Num_Chunks:7,16.8709
,269M, Num_Chunks:7,17.1682
,270M, Num_Chunks:7,9.8625
,270M, Num_Chunks:7,11.1484
,270M, Num_Chunks:7,9.5955
,270M, Num_Chunks:7,13.3168
,270M, Num_Chunks:7,11.7918
,270M, Num_Chunks:7,9.7623
,270M, Num_Chunks:7,19.4437
,270M, Num_Chunks:7,9.7683
,270M, Num_Chunks:7,14.3278
,270M, Num_Chunks:7,10.2115
,271M, Num_Chunks:7,12.2361
,271M, Num_Chunks:7,10.2737
,271M, Num_Chunks:7,12.9823
,271M, Num_Chunks:7,10.1860
,271M, Num_Chunks:7,10.2212
,271M, Num_Chunks:7,14.3351
,271M, Num_Chunks:7,10.8865
,271M, Num_Chunks:7,14.2142
,271M, Num_Chunks:7,10.0850
,271M, Num_Chunks:7,14.4170
,272M, Num_Chunks:7,16.9032
,272M, Num_Chunks:7,12.3518
,272M, Num_Chunks:7,19.1855
,272M, Num_Chunks:7,15.6165
,272M, Num_Chunks:7,13.2698
,272M, Num_Chunks:7,14.9092
,272M, Num_Chunks:7,12.9412
,272M, Num_Chunks:7,22.1374
,272M, Num_Chunks:7,25.3355
,272M, Num_Chunks:7,14.7243
,273M, Num_Chunks:7,10.7786
,273M, Num_Chunks:7,22.0424
,273M, Num_Chunks:7,16.4557
,273M, Num_Chunks:7,10.1482
,273M, Num_Chunks:7,22.5974
,273M, Num_Chunks:7,9.9368
,273M, Num_Chunks:7,10.3925
,273M, Num_Chunks:7,12.9492
,273M, Num_Chunks:7,18.3132
,273M, Num_Chunks:7,11.0241
,274M, Num_Chunks:7,13.1235
,274M, Num_Chunks:7,22.1628
,274M, Num_Chunks:7,22.1106
,274M, Num_Chunks:7,10.4843
,274M, Num_Chunks:7,13.9204
,274M, Num_Chunks:7,12.8980
,274M, Num_Chunks:7,16.1301
,274M, Num_Chunks:7,14.1779
,274M, Num_Chunks:7,10.0014
,274M, Num_Chunks:7,11.7440
,275M, Num_Chunks:7,10.0530
,275M, Num_Chunks:7,13.1760
,275M, Num_Chunks:7,9.7687
,275M, Num_Chunks:7,16.1888
,275M, Num_Chunks:7,10.8366
,275M, Num_Chunks:7,11.6809
,275M, Num_Chunks:7,11.3533
,275M, Num_Chunks:7,11.9011
,275M, Num_Chunks:7,15.0204
,275M, Num_Chunks:7,14.6026
,276M, Num_Chunks:7,13.2029
,276M, Num_Chunks:7,11.9779
,276M, Num_Chunks:7,10.7345
,276M, Num_Chunks:7,13.5082
,276M, Num_Chunks:7,18.1452
,276M, Num_Chunks:7,22.3585
,276M, Num_Chunks:7,15.7546
,276M, Num_Chunks:7,12.0033
,276M, Num_Chunks:7,11.3488
,276M, Num_Chunks:7,15.5803
,277M, Num_Chunks:7,10.1385
,277M, Num_Chunks:7,21.5813
,277M, Num_Chunks:7,15.7817
,277M, Num_Chunks:7,16.0617
,277M, Num_Chunks:7,12.6420
,277M, Num_Chunks:7,13.2834
,277M, Num_Chunks:7,15.1556
,277M, Num_Chunks:7,18.3928
,277M, Num_Chunks:7,12.1313
,277M, Num_Chunks:7,11.1042
,278M, Num_Chunks:7,9.8892
,278M, Num_Chunks:7,17.8226
,278M, Num_Chunks:7,13.3686
,278M, Num_Chunks:7,10.2371
,278M, Num_Chunks:7,10.0682
,278M, Num_Chunks:7,14.8684
,278M, Num_Chunks:7,12.7627
,278M, Num_Chunks:7,11.5037
,278M, Num_Chunks:7,10.8270
,278M, Num_Chunks:7,11.6130
,279M, Num_Chunks:7,10.3365
,279M, Num_Chunks:7,15.2751
,279M, Num_Chunks:7,9.7452
,279M, Num_Chunks:7,14.7369
,279M, Num_Chunks:7,10.3096
,279M, Num_Chunks:7,9.9365
,279M, Num_Chunks:7,10.6358
,279M, Num_Chunks:7,10.4782
,279M, Num_Chunks:7,11.5127
,279M, Num_Chunks:7,9.9014
,280M, Num_Chunks:7,10.2358
,280M, Num_Chunks:7,10.2251
,280M, Num_Chunks:7,15.3575
,280M, Num_Chunks:7,10.0331
,280M, Num_Chunks:7,9.6791
,280M, Num_Chunks:7,12.3540
,280M, Num_Chunks:7,9.7820
,280M, Num_Chunks:7,11.4458
,280M, Num_Chunks:7,11.1471
,280M, Num_Chunks:7,11.2759
,281M, Num_Chunks:7,14.3842
,281M, Num_Chunks:7,22.3604
,281M, Num_Chunks:7,9.8761
,281M, Num_Chunks:7,10.6458
,281M, Num_Chunks:7,10.0974
,281M, Num_Chunks:7,20.3535
,281M, Num_Chunks:7,9.9123
,281M, Num_Chunks:7,11.3880
,281M, Num_Chunks:7,10.3537
,281M, Num_Chunks:7,10.2857
,282M, Num_Chunks:7,15.3026
,282M, Num_Chunks:7,13.3992
,282M, Num_Chunks:7,10.4294
,282M, Num_Chunks:7,10.2303
,282M, Num_Chunks:7,9.7201
,282M, Num_Chunks:7,11.1401
,282M, Num_Chunks:7,10.4926
,282M, Num_Chunks:7,9.6654
,282M, Num_Chunks:7,18.2792
,282M, Num_Chunks:7,10.0577
,283M, Num_Chunks:7,15.0757
,283M, Num_Chunks:7,10.1252
,283M, Num_Chunks:7,11.1997
,283M, Num_Chunks:7,10.3865
,283M, Num_Chunks:7,11.7258
,283M, Num_Chunks:7,18.9941
,283M, Num_Chunks:7,12.2761
,283M, Num_Chunks:7,13.2371
,283M, Num_Chunks:7,15.7523
,283M, Num_Chunks:7,9.6249
,284M, Num_Chunks:7,13.1149
,284M, Num_Chunks:7,10.6540
,284M, Num_Chunks:7,9.8315
,284M, Num_Chunks:7,22.4256
,284M, Num_Chunks:7,11.6320
,284M, Num_Chunks:7,11.1489
,284M, Num_Chunks:7,10.6557
,284M, Num_Chunks:7,9.2959
,284M, Num_Chunks:7,11.2621
,284M, Num_Chunks:7,17.7373
,285M, Num_Chunks:7,10.8967
,285M, Num_Chunks:7,16.0625
,285M, Num_Chunks:7,10.6584
,285M, Num_Chunks:7,14.0118
,285M, Num_Chunks:7,10.7416
,285M, Num_Chunks:7,25.8045
,285M, Num_Chunks:7,10.6706
,285M, Num_Chunks:7,13.1023
,285M, Num_Chunks:7,9.8947
,285M, Num_Chunks:7,9.8065
,286M, Num_Chunks:7,21.9346
,286M, Num_Chunks:7,11.7798
,286M, Num_Chunks:7,13.2639
,286M, Num_Chunks:7,11.1828
,286M, Num_Chunks:7,11.3103
,286M, Num_Chunks:7,12.1223
,286M, Num_Chunks:7,10.3693
,286M, Num_Chunks:7,24.9403
,286M, Num_Chunks:7,10.3482
,286M, Num_Chunks:7,15.8085
,287M, Num_Chunks:7,10.8536
,287M, Num_Chunks:7,9.7269
,287M, Num_Chunks:7,10.8979
,287M, Num_Chunks:7,14.6379
,287M, Num_Chunks:7,12.4220
,287M, Num_Chunks:7,11.1891
,287M, Num_Chunks:7,11.2694
,287M, Num_Chunks:7,10.4503
,287M, Num_Chunks:7,10.1467
,287M, Num_Chunks:7,22.2146
,288M, Num_Chunks:7,15.3329
,288M, Num_Chunks:7,10.9344
,288M, Num_Chunks:7,10.0630
,288M, Num_Chunks:7,10.6875
,288M, Num_Chunks:7,11.8631
,288M, Num_Chunks:7,10.5204
,288M, Num_Chunks:7,10.5994
,288M, Num_Chunks:7,13.7225
,288M, Num_Chunks:7,10.3131
,288M, Num_Chunks:7,9.7844
,289M, Num_Chunks:7,9.8294
,289M, Num_Chunks:7,15.4256
,289M, Num_Chunks:7,10.9050
,289M, Num_Chunks:7,10.0369
,289M, Num_Chunks:7,21.3345
,289M, Num_Chunks:7,10.5715
,289M, Num_Chunks:7,12.1346
,289M, Num_Chunks:7,11.5730
,289M, Num_Chunks:7,10.1084
,289M, Num_Chunks:7,14.9280
,290M, Num_Chunks:7,14.2408
,290M, Num_Chunks:7,11.3336
,290M, Num_Chunks:7,18.8662
,290M, Num_Chunks:7,11.7795
,290M, Num_Chunks:7,12.4810
,290M, Num_Chunks:7,16.6563
,290M, Num_Chunks:7,16.7421
,290M, Num_Chunks:7,15.2183
,290M, Num_Chunks:7,13.2020
,290M, Num_Chunks:7,9.8712
,291M, Num_Chunks:7,22.0888
,291M, Num_Chunks:7,16.6013
,291M, Num_Chunks:7,9.7339
,291M, Num_Chunks:7,10.2529
,291M, Num_Chunks:7,9.9372
,291M, Num_Chunks:7,21.8812
,291M, Num_Chunks:7,11.6593
,291M, Num_Chunks:7,11.8727
,291M, Num_Chunks:7,17.9333
,291M, Num_Chunks:7,17.5460
,292M, Num_Chunks:7,10.5909
,292M, Num_Chunks:7,10.2089
,292M, Num_Chunks:7,11.4588
,292M, Num_Chunks:7,10.7641
,292M, Num_Chunks:7,14.6003
,292M, Num_Chunks:7,19.7269
,292M, Num_Chunks:7,10.0509
,292M, Num_Chunks:7,14.0193
,292M, Num_Chunks:7,10.9579
,292M, Num_Chunks:7,10.4762
,293M, Num_Chunks:6,10.6871
,293M, Num_Chunks:6,11.1674
,293M, Num_Chunks:6,13.3507
,293M, Num_Chunks:6,10.7540
,293M, Num_Chunks:6,11.5970
,293M, Num_Chunks:6,11.7266
,293M, Num_Chunks:6,11.4994
,293M, Num_Chunks:6,11.8421
,293M, Num_Chunks:6,14.5828
,293M, Num_Chunks:6,10.6863
,294M, Num_Chunks:6,11.3688
,294M, Num_Chunks:6,12.3826
,294M, Num_Chunks:6,11.5780
,294M, Num_Chunks:6,13.8083
,294M, Num_Chunks:6,10.7964
,294M, Num_Chunks:6,12.5931
,294M, Num_Chunks:6,15.5600
