File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,582M, Num_Chunks:7,30.7160
,582M, Num_Chunks:7,28.1324
,605M, Num_Chunks:6,34.2176
,583M, Num_Chunks:7,33.0869
,605M, Num_Chunks:6,27.0298
,583M, Num_Chunks:7,25.7612
,605M, Num_Chunks:6,32.0499
,583M, Num_Chunks:7,27.0311
,605M, Num_Chunks:6,28.6814
,583M, Num_Chunks:7,30.1092
,605M, Num_Chunks:6,32.2362
,583M, Num_Chunks:7,22.2288
,606M, Num_Chunks:6,22.9486
,583M, Num_Chunks:7,26.3900
,606M, Num_Chunks:6,30.5560
,583M, Num_Chunks:7,21.2117
,606M, Num_Chunks:6,31.7182
,583M, Num_Chunks:7,25.4742
,606M, Num_Chunks:6,25.6856
,583M, Num_Chunks:7,34.4635
,606M, Num_Chunks:6,27.9838
,583M, Num_Chunks:7,24.9230
,584M, Num_Chunks:7,28.7759
,606M, Num_Chunks:6,34.5153
,584M, Num_Chunks:7,28.2119
,606M, Num_Chunks:6,40.0697
,584M, Num_Chunks:7,20.0318
,606M, Num_Chunks:6,33.2134
,584M, Num_Chunks:7,31.3646
,606M, Num_Chunks:6,27.3781
,584M, Num_Chunks:7,29.2776
,606M, Num_Chunks:6,33.1633
,584M, Num_Chunks:7,27.4546
,607M, Num_Chunks:6,32.2984
,584M, Num_Chunks:7,29.7983
,584M, Num_Chunks:7,27.4214
,607M, Num_Chunks:6,33.2439
,584M, Num_Chunks:7,26.2771
,607M, Num_Chunks:6,26.4460
,607M, Num_Chunks:6,24.6658
,584M, Num_Chunks:7,30.6872
,607M, Num_Chunks:6,25.3341
,585M, Num_Chunks:7,27.3974
,607M, Num_Chunks:6,21.2522
,585M, Num_Chunks:7,25.5319
,585M, Num_Chunks:7,22.3101
,607M, Num_Chunks:6,28.7233
,607M, Num_Chunks:6,23.6935
,585M, Num_Chunks:7,29.8975
,585M, Num_Chunks:7,23.3956
,607M, Num_Chunks:6,36.6977
,585M, Num_Chunks:7,31.1605
,607M, Num_Chunks:6,24.0682
,585M, Num_Chunks:7,29.7319
,608M, Num_Chunks:6,38.2302
,585M, Num_Chunks:7,25.6348
,608M, Num_Chunks:6,23.7431
,608M, Num_Chunks:6,29.3039
,585M, Num_Chunks:7,35.9690
,585M, Num_Chunks:7,26.2670
,608M, Num_Chunks:6,33.2977
,586M, Num_Chunks:6,32.0812
,608M, Num_Chunks:6,37.1356
,608M, Num_Chunks:6,26.1093
,586M, Num_Chunks:6,38.1900
,608M, Num_Chunks:6,26.2713
,586M, Num_Chunks:6,26.2806
,586M, Num_Chunks:6,24.2432
,608M, Num_Chunks:6,29.8859
,608M, Num_Chunks:6,27.8515
,586M, Num_Chunks:6,33.8117
,608M, Num_Chunks:6,29.7720
,586M, Num_Chunks:6,35.1791
,586M, Num_Chunks:6,19.3231
,609M, Num_Chunks:6,32.2768
,586M, Num_Chunks:6,28.0684
,609M, Num_Chunks:6,33.0581
,586M, Num_Chunks:6,21.3324
,609M, Num_Chunks:6,22.6552
,586M, Num_Chunks:6,22.8597
,609M, Num_Chunks:6,25.1435
,587M, Num_Chunks:6,22.5962
,587M, Num_Chunks:6,24.3475
,609M, Num_Chunks:6,31.1438
,587M, Num_Chunks:6,24.5688
,609M, Num_Chunks:6,31.3684
,609M, Num_Chunks:6,20.9806
,587M, Num_Chunks:6,34.5831
,609M, Num_Chunks:6,24.5332
,587M, Num_Chunks:6,29.9747
,609M, Num_Chunks:6,22.2761
,587M, Num_Chunks:6,32.4947
,609M, Num_Chunks:6,29.1533
,587M, Num_Chunks:6,24.6614
,610M, Num_Chunks:6,27.0386
,587M, Num_Chunks:6,25.5383
,610M, Num_Chunks:6,22.9629
,587M, Num_Chunks:6,22.3754
,610M, Num_Chunks:6,23.4686
,587M, Num_Chunks:6,30.9205
,610M, Num_Chunks:6,25.0842
,610M, Num_Chunks:6,32.8615
,588M, Num_Chunks:6,34.6441
,610M, Num_Chunks:6,27.7021
,588M, Num_Chunks:6,28.8598
,588M, Num_Chunks:6,29.3941
,610M, Num_Chunks:6,30.6065
,588M, Num_Chunks:6,29.7044
,610M, Num_Chunks:6,35.9722
,588M, Num_Chunks:6,23.6781
,610M, Num_Chunks:6,23.6393
,588M, Num_Chunks:6,23.2466
,588M, Num_Chunks:6,21.3380
,610M, Num_Chunks:6,44.0810
,588M, Num_Chunks:6,27.2553
,611M, Num_Chunks:6,31.3533
,588M, Num_Chunks:6,26.9791
,611M, Num_Chunks:6,23.6338
,588M, Num_Chunks:6,26.1747
,611M, Num_Chunks:6,30.5308
,611M, Num_Chunks:6,23.8571
,589M, Num_Chunks:6,34.7973
,611M, Num_Chunks:6,26.8302
,589M, Num_Chunks:6,27.9314
,589M, Num_Chunks:6,23.1184
,611M, Num_Chunks:6,30.7875
,589M, Num_Chunks:6,26.2472
,611M, Num_Chunks:6,28.9688
,589M, Num_Chunks:6,27.7709
,611M, Num_Chunks:6,28.3870
,589M, Num_Chunks:6,24.1796
,611M, Num_Chunks:6,22.8609
,589M, Num_Chunks:6,23.7527
,611M, Num_Chunks:6,37.4181
,589M, Num_Chunks:6,29.4458
,589M, Num_Chunks:6,22.5786
,612M, Num_Chunks:6,29.8333
,589M, Num_Chunks:6,26.4880
,612M, Num_Chunks:6,42.9561
,590M, Num_Chunks:6,24.8256
,612M, Num_Chunks:6,30.6485
,590M, Num_Chunks:6,31.2816
,612M, Num_Chunks:6,31.6217
,590M, Num_Chunks:6,30.9994
,590M, Num_Chunks:6,22.0329
,612M, Num_Chunks:6,39.1380
,590M, Num_Chunks:6,29.3859
,612M, Num_Chunks:6,30.5474
,612M, Num_Chunks:6,19.4587
,590M, Num_Chunks:6,35.7926
,612M, Num_Chunks:6,23.6084
,590M, Num_Chunks:6,19.2001
,590M, Num_Chunks:6,24.4376
,612M, Num_Chunks:6,35.0640
,590M, Num_Chunks:6,23.0091
,612M, Num_Chunks:6,22.1872
,590M, Num_Chunks:6,22.0220
,613M, Num_Chunks:6,24.6682
,591M, Num_Chunks:6,28.8990
,613M, Num_Chunks:6,25.4445
,613M, Num_Chunks:6,21.1740
,591M, Num_Chunks:6,40.0196
,613M, Num_Chunks:6,22.1976
,591M, Num_Chunks:6,24.6531
,613M, Num_Chunks:6,24.7454
,591M, Num_Chunks:6,29.5696
,591M, Num_Chunks:6,22.1764
,613M, Num_Chunks:6,41.3417
,613M, Num_Chunks:6,24.7572
,591M, Num_Chunks:6,39.1703
,613M, Num_Chunks:6,27.2212
,591M, Num_Chunks:6,30.0980
,613M, Num_Chunks:6,25.1426
,591M, Num_Chunks:6,24.6778
,613M, Num_Chunks:6,24.7709
,591M, Num_Chunks:6,29.5519
,614M, Num_Chunks:6,28.0633
,614M, Num_Chunks:6,21.4225
,591M, Num_Chunks:6,29.5728
,592M, Num_Chunks:6,28.7417
,614M, Num_Chunks:6,36.6440
,592M, Num_Chunks:6,27.0979
,614M, Num_Chunks:6,27.0430
,592M, Num_Chunks:6,30.4124
,614M, Num_Chunks:6,30.4453
,592M, Num_Chunks:6,25.7796
,614M, Num_Chunks:6,26.9091
,592M, Num_Chunks:6,23.1258
,614M, Num_Chunks:6,22.1186
,614M, Num_Chunks:6,21.9152
,592M, Num_Chunks:6,34.8242
,614M, Num_Chunks:6,22.1570
,592M, Num_Chunks:6,22.4538
,592M, Num_Chunks:6,24.4095
,614M, Num_Chunks:6,31.2890
,615M, Num_Chunks:6,30.5244
,592M, Num_Chunks:6,40.7161
,615M, Num_Chunks:6,24.2961
,592M, Num_Chunks:6,27.0154
,615M, Num_Chunks:6,29.3677
,593M, Num_Chunks:6,23.2820
,615M, Num_Chunks:6,30.2349
,593M, Num_Chunks:6,29.9934
,615M, Num_Chunks:6,28.0685
,593M, Num_Chunks:6,35.0814
,615M, Num_Chunks:6,37.2645
,593M, Num_Chunks:6,23.6786
,615M, Num_Chunks:6,27.1696
,593M, Num_Chunks:6,33.6618
,593M, Num_Chunks:6,22.8984
,615M, Num_Chunks:6,41.7841
,593M, Num_Chunks:6,26.5474
,615M, Num_Chunks:6,30.4556
,593M, Num_Chunks:6,22.1969
,615M, Num_Chunks:6,25.8292
,593M, Num_Chunks:6,25.9047
,593M, Num_Chunks:6,23.6108
,616M, Num_Chunks:6,40.7252
,594M, Num_Chunks:6,25.8322
,616M, Num_Chunks:6,29.7965
,594M, Num_Chunks:6,23.7188
,616M, Num_Chunks:6,28.4306
,594M, Num_Chunks:6,31.7204
,616M, Num_Chunks:6,23.6088
,594M, Num_Chunks:6,26.9788
,616M, Num_Chunks:6,23.0082
,594M, Num_Chunks:6,30.5375
,616M, Num_Chunks:6,31.1545
,616M, Num_Chunks:6,30.2913
,594M, Num_Chunks:6,38.6487
,594M, Num_Chunks:6,23.3585
,616M, Num_Chunks:6,29.2714
,594M, Num_Chunks:6,26.3200
,616M, Num_Chunks:6,32.1500
,616M, Num_Chunks:6,26.9611
,594M, Num_Chunks:6,39.8008
,594M, Num_Chunks:6,27.2546
,617M, Num_Chunks:6,28.4590
,595M, Num_Chunks:6,28.5344
,617M, Num_Chunks:6,28.4442
,595M, Num_Chunks:6,33.8296
,617M, Num_Chunks:6,33.8495
,595M, Num_Chunks:6,26.3013
,617M, Num_Chunks:6,28.6758
,617M, Num_Chunks:6,27.1997
,595M, Num_Chunks:6,35.8668
,595M, Num_Chunks:6,25.3405
,617M, Num_Chunks:6,31.6546
,617M, Num_Chunks:6,25.0897
,595M, Num_Chunks:6,34.4709
,617M, Num_Chunks:6,30.2795
,595M, Num_Chunks:6,28.0207
,617M, Num_Chunks:6,25.4322
,595M, Num_Chunks:6,26.1715
,617M, Num_Chunks:6,28.9574
,595M, Num_Chunks:6,34.2083
,618M, Num_Chunks:6,24.4385
,595M, Num_Chunks:6,31.5269
,618M, Num_Chunks:6,26.3056
,596M, Num_Chunks:6,37.2478
,618M, Num_Chunks:6,31.0924
,596M, Num_Chunks:6,27.7547
,618M, Num_Chunks:6,29.6845
,618M, Num_Chunks:6,29.5218
,596M, Num_Chunks:6,31.4898
,596M, Num_Chunks:6,26.3083
,618M, Num_Chunks:6,32.8146
,596M, Num_Chunks:6,34.2833
,618M, Num_Chunks:6,27.8008
,596M, Num_Chunks:6,28.2835
,618M, Num_Chunks:6,29.8562
,618M, Num_Chunks:6,22.1754
,596M, Num_Chunks:6,36.6197
,596M, Num_Chunks:6,21.5312
,618M, Num_Chunks:6,40.9641
,596M, Num_Chunks:6,32.4983
,619M, Num_Chunks:6,33.7402
,596M, Num_Chunks:6,23.0383
,619M, Num_Chunks:6,29.7865
,597M, Num_Chunks:6,29.0438
,619M, Num_Chunks:6,27.1530
,597M, Num_Chunks:6,34.4293
,619M, Num_Chunks:6,23.5901
,597M, Num_Chunks:6,23.8519
,619M, Num_Chunks:6,28.8196
,619M, Num_Chunks:6,21.2841
,597M, Num_Chunks:6,34.3865
,597M, Num_Chunks:6,27.1080
,619M, Num_Chunks:6,43.8414
,597M, Num_Chunks:6,35.2242
,619M, Num_Chunks:6,24.7987
,619M, Num_Chunks:6,28.7195
,597M, Num_Chunks:6,35.2458
,619M, Num_Chunks:6,28.5687
,597M, Num_Chunks:6,28.6538
,597M, Num_Chunks:6,25.5646
,620M, Num_Chunks:6,32.1809
,597M, Num_Chunks:6,29.4731
,620M, Num_Chunks:6,38.9241
,598M, Num_Chunks:6,38.7415
,620M, Num_Chunks:6,29.2899
,598M, Num_Chunks:6,25.2388
,620M, Num_Chunks:6,32.1811
,598M, Num_Chunks:6,23.5035
,620M, Num_Chunks:6,23.2728
,598M, Num_Chunks:6,27.4246
,620M, Num_Chunks:6,29.8276
,620M, Num_Chunks:6,24.7221
,598M, Num_Chunks:6,33.9110
,620M, Num_Chunks:6,27.1490
,598M, Num_Chunks:6,33.2669
,620M, Num_Chunks:6,24.9460
,598M, Num_Chunks:6,40.1036
,620M, Num_Chunks:6,28.9623
,598M, Num_Chunks:6,32.3343
,621M, Num_Chunks:6,31.8084
,598M, Num_Chunks:6,26.1440
,621M, Num_Chunks:6,33.1107
,598M, Num_Chunks:6,26.9122
,621M, Num_Chunks:6,24.2463
,599M, Num_Chunks:6,27.8904
,621M, Num_Chunks:6,37.2272
,599M, Num_Chunks:6,29.6013
,621M, Num_Chunks:6,24.4719
,599M, Num_Chunks:6,22.7559
,599M, Num_Chunks:6,22.4432
,621M, Num_Chunks:6,36.4519
,599M, Num_Chunks:6,22.6936
,621M, Num_Chunks:6,22.3008
,621M, Num_Chunks:6,20.7906
,599M, Num_Chunks:6,34.6795
,621M, Num_Chunks:6,27.3419
,599M, Num_Chunks:6,26.4044
,599M, Num_Chunks:6,22.3303
,621M, Num_Chunks:6,38.0431
,599M, Num_Chunks:6,22.5614
,622M, Num_Chunks:6,22.9324
,599M, Num_Chunks:6,25.2400
,622M, Num_Chunks:6,21.8368
,622M, Num_Chunks:6,19.9726
,600M, Num_Chunks:6,27.9776
,600M, Num_Chunks:6,23.2250
,622M, Num_Chunks:6,36.0253
,600M, Num_Chunks:6,35.2933
,622M, Num_Chunks:6,24.2991
,600M, Num_Chunks:6,29.0927
,622M, Num_Chunks:6,30.7975
,600M, Num_Chunks:6,33.6601
,622M, Num_Chunks:6,31.9815
,622M, Num_Chunks:6,24.6110
,600M, Num_Chunks:6,31.8951
,622M, Num_Chunks:6,27.3887
,600M, Num_Chunks:6,22.2760
,600M, Num_Chunks:6,31.2988
,622M, Num_Chunks:6,33.4575
,600M, Num_Chunks:6,28.5759
,623M, Num_Chunks:6,35.1913
,600M, Num_Chunks:6,26.1305
,623M, Num_Chunks:6,26.1557
,623M, Num_Chunks:6,20.1789
,601M, Num_Chunks:6,28.5404
,601M, Num_Chunks:6,26.8130
,623M, Num_Chunks:6,35.6380
,623M, Num_Chunks:6,22.8880
,601M, Num_Chunks:6,36.7674
,623M, Num_Chunks:6,24.9896
,601M, Num_Chunks:6,25.0966
,623M, Num_Chunks:6,27.0468
,601M, Num_Chunks:6,21.8852
,623M, Num_Chunks:6,24.8254
,601M, Num_Chunks:6,23.1415
,623M, Num_Chunks:6,31.6958
,601M, Num_Chunks:6,31.6924
,623M, Num_Chunks:6,28.0777
,601M, Num_Chunks:6,36.3064
,601M, Num_Chunks:6,19.4461
,624M, Num_Chunks:6,29.4198
,601M, Num_Chunks:6,28.7873
,624M, Num_Chunks:6,27.0981
,624M, Num_Chunks:6,29.1533
,602M, Num_Chunks:6,37.9010
,624M, Num_Chunks:6,22.6050
,602M, Num_Chunks:6,21.9254
,624M, Num_Chunks:6,22.3117
,624M, Num_Chunks:6,22.1021
,602M, Num_Chunks:6,42.3764
,624M, Num_Chunks:6,23.3979
,602M, Num_Chunks:6,23.4113
,602M, Num_Chunks:6,19.5312
,624M, Num_Chunks:6,31.3705
,624M, Num_Chunks:6,23.9737
,602M, Num_Chunks:6,41.9018
,624M, Num_Chunks:6,34.6001
,602M, Num_Chunks:6,28.8230
,625M, Num_Chunks:6,24.2454
,602M, Num_Chunks:6,25.0344
,625M, Num_Chunks:6,26.2478
,602M, Num_Chunks:6,26.8636
,625M, Num_Chunks:6,25.7801
,602M, Num_Chunks:6,28.1935
,625M, Num_Chunks:6,26.4311
,603M, Num_Chunks:6,21.3607
,603M, Num_Chunks:6,26.3259
,625M, Num_Chunks:6,31.4091
,625M, Num_Chunks:6,26.7050
,603M, Num_Chunks:6,32.8489
,603M, Num_Chunks:6,27.3568
,625M, Num_Chunks:6,33.5196
,603M, Num_Chunks:6,28.9555
,625M, Num_Chunks:6,30.7215
,603M, Num_Chunks:6,23.1560
,625M, Num_Chunks:6,27.3626
,603M, Num_Chunks:6,29.7826
,625M, Num_Chunks:6,23.7848
,603M, Num_Chunks:6,33.0029
,626M, Num_Chunks:6,33.0065
,603M, Num_Chunks:6,27.1562
,626M, Num_Chunks:6,32.8086
,626M, Num_Chunks:6,22.3180
,603M, Num_Chunks:6,34.5411
,604M, Num_Chunks:6,22.4923
,626M, Num_Chunks:6,45.4830
,604M, Num_Chunks:6,23.1196
,626M, Num_Chunks:6,38.2747
,604M, Num_Chunks:6,31.6275
,604M, Num_Chunks:6,30.4875
,626M, Num_Chunks:6,38.3442
,604M, Num_Chunks:6,25.4304
,626M, Num_Chunks:6,24.1240
,604M, Num_Chunks:6,28.2040
,626M, Num_Chunks:6,28.4003
,604M, Num_Chunks:6,23.0915
,626M, Num_Chunks:6,22.4517
,604M, Num_Chunks:6,22.7775
,626M, Num_Chunks:6,24.8865
,627M, Num_Chunks:6,22.2621
,604M, Num_Chunks:6,31.9557
,604M, Num_Chunks:6,20.0093
,627M, Num_Chunks:6,27.8609
,605M, Num_Chunks:6,31.7374
,627M, Num_Chunks:6,25.4276
,627M, Num_Chunks:6,27.5367
,605M, Num_Chunks:6,35.7731
,627M, Num_Chunks:6,25.2733
,605M, Num_Chunks:6,27.5897
,627M, Num_Chunks:6,32.8716
,605M, Num_Chunks:6,22.3698
,605M, Num_Chunks:6,23.8882
,627M, Num_Chunks:6,37.5190
,605M, Num_Chunks:6,29.8109
,627M, Num_Chunks:6,22.8937
,627M, Num_Chunks:6,23.7914
,605M, Num_Chunks:6,37.3521
,605M, Num_Chunks:6,19.8355
,627M, Num_Chunks:6,28.3549
,628M, Num_Chunks:6,21.7987
,605M, Num_Chunks:6,33.3643
,628M, Num_Chunks:6,25.4871
,605M, Num_Chunks:6,21.5856
,628M, Num_Chunks:6,28.8432
,606M, Num_Chunks:6,28.6621
,606M, Num_Chunks:6,23.4369
,628M, Num_Chunks:6,38.4360
,606M, Num_Chunks:6,29.8923
,628M, Num_Chunks:6,21.7651
,628M, Num_Chunks:6,23.9942
,606M, Num_Chunks:6,31.2808
,606M, Num_Chunks:6,25.3352
,628M, Num_Chunks:6,31.5761
,628M, Num_Chunks:6,37.6494
,606M, Num_Chunks:6,37.6638
,606M, Num_Chunks:6,28.2425
,628M, Num_Chunks:6,29.8905
,628M, Num_Chunks:6,23.2354
,606M, Num_Chunks:6,31.1132
,629M, Num_Chunks:6,22.5484
,606M, Num_Chunks:6,26.6938
,629M, Num_Chunks:6,26.0196
,606M, Num_Chunks:6,21.8565
,607M, Num_Chunks:6,21.7901
,629M, Num_Chunks:6,29.2358
,629M, Num_Chunks:6,23.1273
,607M, Num_Chunks:6,29.6890
,629M, Num_Chunks:6,36.5499
,607M, Num_Chunks:6,33.2530
,607M, Num_Chunks:6,21.5489
,629M, Num_Chunks:6,29.7591
,607M, Num_Chunks:6,27.5078
,629M, Num_Chunks:6,29.8718
,629M, Num_Chunks:6,30.5557
,607M, Num_Chunks:6,39.1443
,629M, Num_Chunks:6,28.8670
,607M, Num_Chunks:6,35.5338
,629M, Num_Chunks:6,37.3017
,607M, Num_Chunks:6,30.6178
,630M, Num_Chunks:6,28.7428
,607M, Num_Chunks:6,28.7378
,630M, Num_Chunks:6,32.7156
,607M, Num_Chunks:6,32.7169
,608M, Num_Chunks:6,31.1455
,630M, Num_Chunks:6,31.1819
,630M, Num_Chunks:6,25.6041
,608M, Num_Chunks:6,31.2478
,630M, Num_Chunks:6,33.2911
,608M, Num_Chunks:6,27.7173
,608M, Num_Chunks:6,30.0007
,630M, Num_Chunks:6,38.2524
,608M, Num_Chunks:6,32.6049
,630M, Num_Chunks:6,24.4217
,630M, Num_Chunks:6,26.8699
,608M, Num_Chunks:6,36.6218
,630M, Num_Chunks:6,23.1216
,630M, Num_Chunks:6,21.5734
,608M, Num_Chunks:6,43.6399
,631M, Num_Chunks:6,27.4569
,608M, Num_Chunks:6,20.6346
,608M, Num_Chunks:6,22.0875
,631M, Num_Chunks:6,29.9374
,608M, Num_Chunks:6,32.5889
,631M, Num_Chunks:6,26.6242
,609M, Num_Chunks:6,32.3448
,631M, Num_Chunks:6,38.7429
,609M, Num_Chunks:6,35.7661
,631M, Num_Chunks:6,29.4323
,609M, Num_Chunks:6,25.3583
,631M, Num_Chunks:6,30.7631
,609M, Num_Chunks:6,25.5949
,631M, Num_Chunks:6,27.7526
,609M, Num_Chunks:6,24.9207
,631M, Num_Chunks:6,25.9104
,631M, Num_Chunks:6,23.5591
,609M, Num_Chunks:6,41.4769
,631M, Num_Chunks:6,26.1528
,609M, Num_Chunks:6,22.9852
,632M, Num_Chunks:6,38.0190
,609M, Num_Chunks:6,37.6853
,632M, Num_Chunks:6,30.0933
,609M, Num_Chunks:6,24.3284
,632M, Num_Chunks:6,33.3102
,609M, Num_Chunks:6,33.3739
,632M, Num_Chunks:6,25.6948
,610M, Num_Chunks:6,27.6746
,610M, Num_Chunks:6,21.2489
,632M, Num_Chunks:6,25.0247
,632M, Num_Chunks:6,29.6486
,610M, Num_Chunks:6,38.2520
,632M, Num_Chunks:6,30.8517
,610M, Num_Chunks:6,30.7655
,610M, Num_Chunks:6,24.0891
,632M, Num_Chunks:6,30.8981
,632M, Num_Chunks:6,25.2021
,610M, Num_Chunks:6,32.0035
,632M, Num_Chunks:6,24.2795
,610M, Num_Chunks:6,24.0413
,633M, Num_Chunks:6,22.9585
,610M, Num_Chunks:6,22.7509
,633M, Num_Chunks:6,27.2758
,610M, Num_Chunks:6,26.6704
,610M, Num_Chunks:6,21.5783
,633M, Num_Chunks:6,40.3730
,611M, Num_Chunks:6,21.7355
,633M, Num_Chunks:6,24.5326
,611M, Num_Chunks:6,23.3791
,633M, Num_Chunks:6,23.0094
,611M, Num_Chunks:6,22.4392
,611M, Num_Chunks:6,21.5693
,633M, Num_Chunks:6,35.0489
,611M, Num_Chunks:6,30.7133
,633M, Num_Chunks:6,30.7596
,633M, Num_Chunks:6,18.8352
,611M, Num_Chunks:6,30.6847
,633M, Num_Chunks:6,28.6443
,611M, Num_Chunks:6,29.6880
,633M, Num_Chunks:6,27.6538
,611M, Num_Chunks:6,27.3601
,611M, Num_Chunks:6,19.4880
,634M, Num_Chunks:6,31.5793
,611M, Num_Chunks:6,26.9020
,634M, Num_Chunks:6,27.6447
,612M, Num_Chunks:6,22.5544
,634M, Num_Chunks:6,22.9982
,612M, Num_Chunks:6,31.1420
,634M, Num_Chunks:6,29.5051
,612M, Num_Chunks:6,22.8383
,634M, Num_Chunks:6,25.1619
,612M, Num_Chunks:6,29.1312
,634M, Num_Chunks:6,35.2247
,612M, Num_Chunks:6,27.6111
,634M, Num_Chunks:6,38.2708
,612M, Num_Chunks:6,24.7035
,634M, Num_Chunks:6,28.2934
,612M, Num_Chunks:6,36.2884
,634M, Num_Chunks:6,31.1196
,612M, Num_Chunks:6,29.6096
,634M, Num_Chunks:6,26.9373
,612M, Num_Chunks:6,26.1385
,612M, Num_Chunks:6,23.0805
,635M, Num_Chunks:6,35.2256
,635M, Num_Chunks:6,21.6399
,613M, Num_Chunks:6,34.0007
,613M, Num_Chunks:6,24.6336
,635M, Num_Chunks:6,30.5537
,613M, Num_Chunks:6,27.5271
,635M, Num_Chunks:6,27.5390
,613M, Num_Chunks:6,24.0945
,635M, Num_Chunks:6,30.0123
,613M, Num_Chunks:6,27.7042
,635M, Num_Chunks:6,21.8133
,613M, Num_Chunks:6,30.6365
,635M, Num_Chunks:6,30.6167
,613M, Num_Chunks:6,31.2606
,635M, Num_Chunks:6,31.2242
,613M, Num_Chunks:6,24.1354
,635M, Num_Chunks:6,31.8779
,613M, Num_Chunks:6,32.5648
,635M, Num_Chunks:6,38.6091
,613M, Num_Chunks:6,23.5305
,636M, Num_Chunks:6,23.3924
,614M, Num_Chunks:6,40.8463
,636M, Num_Chunks:6,37.9137
,614M, Num_Chunks:6,33.6761
,636M, Num_Chunks:6,23.0131
,636M, Num_Chunks:6,23.0453
,614M, Num_Chunks:6,29.4192
,636M, Num_Chunks:6,27.3936
,614M, Num_Chunks:6,29.5475
,636M, Num_Chunks:6,27.9776
,614M, Num_Chunks:6,31.9753
,636M, Num_Chunks:6,37.4398
,614M, Num_Chunks:6,31.6437
,614M, Num_Chunks:6,22.5866
,636M, Num_Chunks:6,29.2914
,614M, Num_Chunks:6,24.1717
,636M, Num_Chunks:6,30.4884
,614M, Num_Chunks:6,29.7750
,636M, Num_Chunks:6,31.0959
,614M, Num_Chunks:6,23.4622
,637M, Num_Chunks:6,21.9364
,637M, Num_Chunks:6,21.3933
,615M, Num_Chunks:6,38.9207
,637M, Num_Chunks:6,41.0788
,615M, Num_Chunks:6,29.7026
,615M, Num_Chunks:6,28.1466
,637M, Num_Chunks:6,42.1675
,615M, Num_Chunks:6,27.6907
,637M, Num_Chunks:6,42.3882
,615M, Num_Chunks:6,28.7411
,637M, Num_Chunks:6,25.2700
,615M, Num_Chunks:6,31.9409
,615M, Num_Chunks:6,21.1981
,637M, Num_Chunks:6,34.7002
,615M, Num_Chunks:6,34.9898
,637M, Num_Chunks:6,28.2116
,637M, Num_Chunks:6,23.8215
,615M, Num_Chunks:6,33.7307
,637M, Num_Chunks:6,27.9712
,615M, Num_Chunks:6,23.6215
,616M, Num_Chunks:6,22.3246
,638M, Num_Chunks:6,35.7226
,616M, Num_Chunks:6,29.0844
,638M, Num_Chunks:6,28.0713
,616M, Num_Chunks:6,29.8715
,638M, Num_Chunks:6,23.0218
,616M, Num_Chunks:6,26.9304
,638M, Num_Chunks:6,48.1055
,616M, Num_Chunks:6,27.1029
,638M, Num_Chunks:6,22.9455
,638M, Num_Chunks:6,19.3338
,616M, Num_Chunks:6,42.4181
,616M, Num_Chunks:6,22.2149
,638M, Num_Chunks:6,34.2056
,616M, Num_Chunks:6,28.0294
,638M, Num_Chunks:6,22.1027
,616M, Num_Chunks:6,28.7623
,638M, Num_Chunks:6,29.4914
,638M, Num_Chunks:6,24.0694
,616M, Num_Chunks:6,32.5250
,639M, Num_Chunks:6,25.0546
,617M, Num_Chunks:6,19.0085
,617M, Num_Chunks:6,26.6944
,639M, Num_Chunks:6,34.1688
,639M, Num_Chunks:6,19.7347
,617M, Num_Chunks:6,27.3735
,617M, Num_Chunks:6,30.9794
,639M, Num_Chunks:6,32.8344
,617M, Num_Chunks:6,30.9870
,639M, Num_Chunks:6,37.1447
,639M, Num_Chunks:6,22.9593
,617M, Num_Chunks:6,29.1590
,639M, Num_Chunks:6,26.8261
,617M, Num_Chunks:6,37.5449
,617M, Num_Chunks:6,20.5188
,639M, Num_Chunks:6,31.3111
,639M, Num_Chunks:6,26.0923
,617M, Num_Chunks:6,34.8306
,639M, Num_Chunks:6,22.9436
,617M, Num_Chunks:6,22.3858
,618M, Num_Chunks:6,23.0765
,640M, Num_Chunks:6,31.2469
,640M, Num_Chunks:6,28.6452
,618M, Num_Chunks:6,41.7388
,640M, Num_Chunks:6,36.6475
,618M, Num_Chunks:6,23.5975
,618M, Num_Chunks:6,34.0512
,640M, Num_Chunks:6,34.0758
,640M, Num_Chunks:6,30.4779
,618M, Num_Chunks:6,30.5264
,618M, Num_Chunks:6,25.9514
,640M, Num_Chunks:6,32.4849
,618M, Num_Chunks:6,25.2882
,640M, Num_Chunks:6,23.8422
,618M, Num_Chunks:6,28.9267
,640M, Num_Chunks:6,23.9232
,640M, Num_Chunks:6,24.5873
,618M, Num_Chunks:6,30.6947
,640M, Num_Chunks:6,27.5745
,618M, Num_Chunks:6,37.3489
,641M, Num_Chunks:6,22.7693
,641M, Num_Chunks:6,23.4913
,619M, Num_Chunks:6,38.2479
,619M, Num_Chunks:6,21.2713
,641M, Num_Chunks:6,35.0994
,619M, Num_Chunks:6,29.3002
,641M, Num_Chunks:6,23.2905
,641M, Num_Chunks:6,27.0740
,619M, Num_Chunks:6,40.0438
,641M, Num_Chunks:6,23.6156
,619M, Num_Chunks:6,26.9095
,641M, Num_Chunks:6,30.6451
,619M, Num_Chunks:6,33.2719
,641M, Num_Chunks:6,25.0610
,641M, Num_Chunks:6,37.9880
,619M, Num_Chunks:6,44.1858
,619M, Num_Chunks:6,26.7853
,641M, Num_Chunks:6,28.8177
