File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,508M, Num_Chunks:8,30.7560
,532M, Num_Chunks:7,25.0040
,532M, Num_Chunks:7,33.6605
,508M, Num_Chunks:8,33.6841
,533M, Num_Chunks:7,23.9800
,508M, Num_Chunks:8,31.8308
,533M, Num_Chunks:7,27.5885
,508M, Num_Chunks:8,25.9750
,533M, Num_Chunks:7,25.8768
,508M, Num_Chunks:8,19.6209
,533M, Num_Chunks:7,26.6530
,509M, Num_Chunks:8,28.5935
,509M, Num_Chunks:8,25.6366
,533M, Num_Chunks:7,29.6693
,533M, Num_Chunks:7,27.2675
,509M, Num_Chunks:8,29.4091
,509M, Num_Chunks:8,28.7764
,533M, Num_Chunks:7,36.5550
,509M, Num_Chunks:8,23.5796
,533M, Num_Chunks:7,22.0082
,533M, Num_Chunks:7,23.0383
,509M, Num_Chunks:8,38.2614
,533M, Num_Chunks:7,25.6934
,509M, Num_Chunks:8,37.5994
,534M, Num_Chunks:7,21.0174
,509M, Num_Chunks:8,24.5761
,534M, Num_Chunks:7,30.8124
,534M, Num_Chunks:7,19.8554
,509M, Num_Chunks:8,32.0014
,534M, Num_Chunks:7,30.3269
,509M, Num_Chunks:8,24.4683
,510M, Num_Chunks:8,33.0653
,534M, Num_Chunks:7,33.0759
,534M, Num_Chunks:7,28.6142
,510M, Num_Chunks:8,34.7364
,510M, Num_Chunks:8,18.1889
,534M, Num_Chunks:7,29.9542
,510M, Num_Chunks:8,31.1006
,534M, Num_Chunks:7,37.4939
,510M, Num_Chunks:8,21.4522
,510M, Num_Chunks:8,20.1421
,534M, Num_Chunks:7,39.3594
,510M, Num_Chunks:8,21.1493
,510M, Num_Chunks:8,28.6749
,534M, Num_Chunks:7,40.0385
,535M, Num_Chunks:7,27.6850
,510M, Num_Chunks:8,34.0974
,510M, Num_Chunks:8,20.7817
,535M, Num_Chunks:7,27.1795
,511M, Num_Chunks:8,26.6778
,535M, Num_Chunks:7,32.9587
,535M, Num_Chunks:7,22.8682
,511M, Num_Chunks:8,31.1143
,511M, Num_Chunks:8,33.3338
,535M, Num_Chunks:7,35.3575
,511M, Num_Chunks:8,28.3597
,535M, Num_Chunks:7,30.1976
,535M, Num_Chunks:7,26.1285
,511M, Num_Chunks:8,34.6911
,535M, Num_Chunks:7,29.9424
,511M, Num_Chunks:8,29.4623
,511M, Num_Chunks:8,24.9988
,535M, Num_Chunks:7,31.2120
,535M, Num_Chunks:7,31.5611
,511M, Num_Chunks:8,31.6129
,511M, Num_Chunks:8,27.7312
,536M, Num_Chunks:7,34.0431
,511M, Num_Chunks:8,22.3252
,536M, Num_Chunks:7,22.3359
,536M, Num_Chunks:7,19.4557
,512M, Num_Chunks:8,25.7951
,536M, Num_Chunks:7,35.3244
,512M, Num_Chunks:8,35.2842
,512M, Num_Chunks:8,26.9425
,536M, Num_Chunks:7,35.8903
,512M, Num_Chunks:8,30.3924
,536M, Num_Chunks:7,28.4276
,536M, Num_Chunks:7,17.3247
,512M, Num_Chunks:8,30.7870
,536M, Num_Chunks:7,22.8067
,512M, Num_Chunks:8,36.9648
,536M, Num_Chunks:7,20.6559
,536M, Num_Chunks:7,28.8032
,512M, Num_Chunks:8,28.8355
,512M, Num_Chunks:8,24.7860
,537M, Num_Chunks:7,26.6079
,537M, Num_Chunks:7,25.5400
,512M, Num_Chunks:8,27.3640
,512M, Num_Chunks:8,28.3596
,537M, Num_Chunks:7,34.8340
,513M, Num_Chunks:7,24.5556
,537M, Num_Chunks:7,26.4278
,513M, Num_Chunks:7,23.2423
,537M, Num_Chunks:7,38.6969
,513M, Num_Chunks:7,31.0674
,537M, Num_Chunks:7,27.0459
,513M, Num_Chunks:7,32.2212
,537M, Num_Chunks:7,28.2434
,513M, Num_Chunks:7,26.4253
,537M, Num_Chunks:7,23.9708
,513M, Num_Chunks:7,23.3353
,537M, Num_Chunks:7,39.6679
,513M, Num_Chunks:7,36.0842
,513M, Num_Chunks:7,27.4519
,537M, Num_Chunks:7,33.9200
,513M, Num_Chunks:7,31.8810
,538M, Num_Chunks:7,31.8748
,513M, Num_Chunks:7,26.0484
,538M, Num_Chunks:7,32.2957
,514M, Num_Chunks:7,27.1613
,538M, Num_Chunks:7,27.3784
,514M, Num_Chunks:7,26.5831
,538M, Num_Chunks:7,22.4467
,538M, Num_Chunks:7,26.1896
,514M, Num_Chunks:7,30.3123
,514M, Num_Chunks:7,26.0080
,538M, Num_Chunks:7,34.1752
,538M, Num_Chunks:7,23.3285
,514M, Num_Chunks:7,36.8576
,538M, Num_Chunks:7,30.4554
,514M, Num_Chunks:7,31.0237
,538M, Num_Chunks:7,33.8542
,514M, Num_Chunks:7,33.3878
,514M, Num_Chunks:7,28.6122
,538M, Num_Chunks:7,35.8718
,539M, Num_Chunks:7,29.0848
,514M, Num_Chunks:7,35.5626
,514M, Num_Chunks:7,25.4487
,539M, Num_Chunks:7,33.8813
,539M, Num_Chunks:7,26.7067
,515M, Num_Chunks:7,34.6280
,539M, Num_Chunks:7,22.9566
,515M, Num_Chunks:7,24.3346
,515M, Num_Chunks:7,21.0605
,539M, Num_Chunks:7,36.5763
,515M, Num_Chunks:7,24.7939
,539M, Num_Chunks:7,27.9011
,515M, Num_Chunks:7,29.2195
,539M, Num_Chunks:7,27.8453
,515M, Num_Chunks:7,25.2020
,539M, Num_Chunks:7,28.4462
,515M, Num_Chunks:7,37.0354
,539M, Num_Chunks:7,31.4379
,515M, Num_Chunks:7,22.7337
,539M, Num_Chunks:7,27.0608
,515M, Num_Chunks:7,32.4528
,540M, Num_Chunks:7,20.5810
,540M, Num_Chunks:7,33.1058
,515M, Num_Chunks:7,33.1864
,540M, Num_Chunks:7,30.0260
,516M, Num_Chunks:7,30.0333
,516M, Num_Chunks:7,23.7198
,540M, Num_Chunks:7,29.4357
,540M, Num_Chunks:7,20.6758
,516M, Num_Chunks:7,50.0712
,540M, Num_Chunks:7,23.7216
,516M, Num_Chunks:7,28.2663
,540M, Num_Chunks:7,35.2800
,516M, Num_Chunks:7,22.4427
,540M, Num_Chunks:7,20.9699
,516M, Num_Chunks:7,27.2278
,540M, Num_Chunks:7,27.5306
,540M, Num_Chunks:7,22.1302
,516M, Num_Chunks:7,28.0129
,541M, Num_Chunks:7,25.3766
,516M, Num_Chunks:7,34.6658
,541M, Num_Chunks:7,20.7129
,541M, Num_Chunks:7,25.9363
,516M, Num_Chunks:7,37.3925
,541M, Num_Chunks:7,27.2269
,516M, Num_Chunks:7,33.0530
,517M, Num_Chunks:7,22.7734
,541M, Num_Chunks:7,34.5992
,517M, Num_Chunks:7,23.8636
,541M, Num_Chunks:7,24.1155
,517M, Num_Chunks:7,32.3773
,541M, Num_Chunks:7,26.1867
,517M, Num_Chunks:7,32.6355
,541M, Num_Chunks:7,32.6145
,517M, Num_Chunks:7,24.6571
,541M, Num_Chunks:7,36.2003
,517M, Num_Chunks:7,21.6153
,517M, Num_Chunks:7,24.6860
,541M, Num_Chunks:7,34.7571
,517M, Num_Chunks:7,33.4064
,542M, Num_Chunks:7,42.8675
,542M, Num_Chunks:7,21.6955
,517M, Num_Chunks:7,38.0379
,542M, Num_Chunks:7,29.2792
,517M, Num_Chunks:7,28.9401
,542M, Num_Chunks:7,25.1585
,518M, Num_Chunks:7,25.5652
,542M, Num_Chunks:7,25.2861
,518M, Num_Chunks:7,25.8045
,518M, Num_Chunks:7,22.4979
,542M, Num_Chunks:7,29.9766
,542M, Num_Chunks:7,23.1547
,518M, Num_Chunks:7,30.3359
,542M, Num_Chunks:7,27.7076
,518M, Num_Chunks:7,27.1824
,542M, Num_Chunks:7,30.3780
,518M, Num_Chunks:7,30.4604
,518M, Num_Chunks:7,22.1102
,542M, Num_Chunks:7,28.8413
,518M, Num_Chunks:7,32.1932
,543M, Num_Chunks:7,32.1964
,543M, Num_Chunks:7,31.9569
,518M, Num_Chunks:7,37.8021
,543M, Num_Chunks:7,31.8412
,518M, Num_Chunks:7,32.1559
,543M, Num_Chunks:7,29.6143
,519M, Num_Chunks:7,28.9073
,543M, Num_Chunks:7,35.2618
,519M, Num_Chunks:7,29.8165
,543M, Num_Chunks:7,33.4635
,519M, Num_Chunks:7,33.4672
,543M, Num_Chunks:7,24.3962
,519M, Num_Chunks:7,30.6089
,543M, Num_Chunks:7,23.6036
,519M, Num_Chunks:7,23.8424
,543M, Num_Chunks:7,27.9807
,519M, Num_Chunks:7,21.5590
,543M, Num_Chunks:7,31.4312
,519M, Num_Chunks:7,31.3964
,519M, Num_Chunks:7,32.4014
,544M, Num_Chunks:7,32.4172
,544M, Num_Chunks:7,29.5775
,519M, Num_Chunks:7,31.5037
,519M, Num_Chunks:7,23.6125
,544M, Num_Chunks:7,33.9248
,520M, Num_Chunks:7,24.5802
,544M, Num_Chunks:7,25.6577
,520M, Num_Chunks:7,33.2213
,544M, Num_Chunks:7,30.3185
,520M, Num_Chunks:7,32.2458
,544M, Num_Chunks:7,38.3361
,520M, Num_Chunks:7,22.8750
,520M, Num_Chunks:7,19.3707
,544M, Num_Chunks:7,36.1719
,544M, Num_Chunks:7,21.5304
,520M, Num_Chunks:7,36.1584
,544M, Num_Chunks:7,22.7495
,520M, Num_Chunks:7,26.7605
,544M, Num_Chunks:7,33.2230
,520M, Num_Chunks:7,27.1901
,520M, Num_Chunks:7,21.3656
,545M, Num_Chunks:7,35.9079
,545M, Num_Chunks:7,20.5578
,520M, Num_Chunks:7,35.1919
,521M, Num_Chunks:7,17.6623
,545M, Num_Chunks:7,31.1382
,545M, Num_Chunks:7,25.7877
,521M, Num_Chunks:7,33.2208
,545M, Num_Chunks:7,31.1207
,521M, Num_Chunks:7,31.1004
,545M, Num_Chunks:7,32.5388
,521M, Num_Chunks:7,32.5126
,545M, Num_Chunks:7,23.7029
,521M, Num_Chunks:7,30.1662
,545M, Num_Chunks:7,25.9244
,521M, Num_Chunks:7,32.5696
,545M, Num_Chunks:7,21.6228
,521M, Num_Chunks:7,23.8504
,545M, Num_Chunks:7,28.8272
,521M, Num_Chunks:7,28.9726
,546M, Num_Chunks:7,22.6113
,546M, Num_Chunks:7,28.7223
,521M, Num_Chunks:7,35.8865
,521M, Num_Chunks:7,26.7005
,546M, Num_Chunks:7,33.3154
,522M, Num_Chunks:7,26.1775
,546M, Num_Chunks:7,25.9320
,522M, Num_Chunks:7,29.4677
,546M, Num_Chunks:7,29.6713
,546M, Num_Chunks:7,19.9297
,522M, Num_Chunks:7,32.4060
,522M, Num_Chunks:7,21.8417
,546M, Num_Chunks:7,35.3563
,546M, Num_Chunks:7,19.0039
,522M, Num_Chunks:7,26.6387
,522M, Num_Chunks:7,30.1188
,546M, Num_Chunks:7,31.9745
,546M, Num_Chunks:7,29.8360
,522M, Num_Chunks:7,31.6688
,522M, Num_Chunks:7,27.0481
,547M, Num_Chunks:7,33.7771
,522M, Num_Chunks:7,24.0620
,547M, Num_Chunks:7,26.4134
,522M, Num_Chunks:7,30.3965
,547M, Num_Chunks:7,30.1660
,523M, Num_Chunks:7,22.2568
,547M, Num_Chunks:7,33.5035
,523M, Num_Chunks:7,26.2215
,523M, Num_Chunks:7,23.3589
,547M, Num_Chunks:7,29.5480
,547M, Num_Chunks:7,29.9390
,523M, Num_Chunks:7,29.9652
,547M, Num_Chunks:7,29.4867
,523M, Num_Chunks:7,35.5644
,523M, Num_Chunks:7,19.4461
,547M, Num_Chunks:7,31.7386
,523M, Num_Chunks:7,27.2936
,547M, Num_Chunks:7,34.4050
,523M, Num_Chunks:7,20.0511
,547M, Num_Chunks:7,22.8816
,523M, Num_Chunks:7,23.1109
,523M, Num_Chunks:7,28.6684
,548M, Num_Chunks:7,35.6340
,524M, Num_Chunks:7,31.1584
,548M, Num_Chunks:7,31.1657
,548M, Num_Chunks:7,30.5851
,524M, Num_Chunks:7,30.6294
,548M, Num_Chunks:7,21.1047
,524M, Num_Chunks:7,27.7867
,524M, Num_Chunks:7,24.8044
,548M, Num_Chunks:7,31.5587
,548M, Num_Chunks:7,34.7676
,524M, Num_Chunks:7,34.8290
,548M, Num_Chunks:7,32.9540
,524M, Num_Chunks:7,32.9369
,548M, Num_Chunks:7,26.2734
,524M, Num_Chunks:7,33.4776
,524M, Num_Chunks:7,24.4883
,548M, Num_Chunks:7,31.7186
,524M, Num_Chunks:7,24.3448
,548M, Num_Chunks:7,36.1533
,549M, Num_Chunks:7,16.8689
,524M, Num_Chunks:7,35.7866
,525M, Num_Chunks:7,21.6154
,549M, Num_Chunks:7,35.0010
,549M, Num_Chunks:7,22.8092
,525M, Num_Chunks:7,29.1389
,525M, Num_Chunks:7,24.5260
,549M, Num_Chunks:7,37.8650
,549M, Num_Chunks:7,27.8972
,525M, Num_Chunks:7,41.2272
,525M, Num_Chunks:7,32.0027
,549M, Num_Chunks:7,32.0251
,549M, Num_Chunks:7,30.2957
,525M, Num_Chunks:7,30.3122
,549M, Num_Chunks:7,30.2685
,525M, Num_Chunks:7,30.3171
,525M, Num_Chunks:7,26.5363
,549M, Num_Chunks:7,33.5925
,549M, Num_Chunks:7,20.8615
,525M, Num_Chunks:7,40.5622
,525M, Num_Chunks:7,22.9133
,550M, Num_Chunks:7,46.0932
,526M, Num_Chunks:7,25.7928
,550M, Num_Chunks:7,35.0688
,526M, Num_Chunks:7,28.0716
,526M, Num_Chunks:7,22.4222
,550M, Num_Chunks:7,30.7815
,526M, Num_Chunks:7,27.8249
,550M, Num_Chunks:7,36.7406
,550M, Num_Chunks:7,29.3472
,526M, Num_Chunks:7,38.3394
,526M, Num_Chunks:7,34.4341
,550M, Num_Chunks:7,34.4815
,550M, Num_Chunks:7,30.8425
,526M, Num_Chunks:7,30.8531
,526M, Num_Chunks:7,32.3690
,550M, Num_Chunks:7,32.3800
,550M, Num_Chunks:7,29.7661
,526M, Num_Chunks:7,35.6055
,526M, Num_Chunks:7,23.3789
,550M, Num_Chunks:7,29.2163
,551M, Num_Chunks:7,27.6410
,527M, Num_Chunks:7,33.8940
,551M, Num_Chunks:7,33.8793
,527M, Num_Chunks:7,27.6412
,551M, Num_Chunks:7,31.1958
,527M, Num_Chunks:7,31.1957
,527M, Num_Chunks:7,29.0427
,551M, Num_Chunks:7,35.1610
,551M, Num_Chunks:7,20.7162
,527M, Num_Chunks:7,36.4301
,551M, Num_Chunks:7,22.7032
,551M, Num_Chunks:7,21.4142
,527M, Num_Chunks:7,34.5641
,527M, Num_Chunks:7,27.8188
,551M, Num_Chunks:7,34.5451
,551M, Num_Chunks:7,21.4700
,527M, Num_Chunks:7,34.8807
,551M, Num_Chunks:7,20.9393
,527M, Num_Chunks:7,22.4599
,552M, Num_Chunks:7,29.8990
,527M, Num_Chunks:7,21.6625
,528M, Num_Chunks:7,32.3139
,552M, Num_Chunks:7,32.3388
,528M, Num_Chunks:7,31.1197
,552M, Num_Chunks:7,31.1407
,528M, Num_Chunks:7,30.6796
,552M, Num_Chunks:7,36.5382
,528M, Num_Chunks:7,32.9604
,552M, Num_Chunks:7,27.0891
,552M, Num_Chunks:7,27.5542
,528M, Num_Chunks:7,33.5761
,552M, Num_Chunks:7,30.9513
,528M, Num_Chunks:7,32.4076
,552M, Num_Chunks:7,22.5898
,552M, Num_Chunks:7,23.3268
,528M, Num_Chunks:7,47.4559
,528M, Num_Chunks:7,21.7824
,552M, Num_Chunks:7,31.5103
,553M, Num_Chunks:7,31.0812
,528M, Num_Chunks:7,31.8705
,553M, Num_Chunks:7,28.8174
,528M, Num_Chunks:7,35.2399
,553M, Num_Chunks:7,23.3485
,529M, Num_Chunks:7,22.4623
,553M, Num_Chunks:7,19.5686
,529M, Num_Chunks:7,19.8276
,553M, Num_Chunks:7,28.6840
,529M, Num_Chunks:7,29.1147
,553M, Num_Chunks:7,29.6795
,529M, Num_Chunks:7,30.7480
,553M, Num_Chunks:7,24.5968
,529M, Num_Chunks:7,22.1036
,529M, Num_Chunks:7,20.8448
,553M, Num_Chunks:7,31.0943
,529M, Num_Chunks:7,24.1665
,553M, Num_Chunks:7,24.4645
,529M, Num_Chunks:7,22.8993
,553M, Num_Chunks:7,35.6143
,529M, Num_Chunks:7,19.3198
,529M, Num_Chunks:7,26.3359
,554M, Num_Chunks:7,33.0159
,530M, Num_Chunks:7,29.4025
,554M, Num_Chunks:7,23.6521
,530M, Num_Chunks:7,30.1200
,554M, Num_Chunks:7,30.1099
,530M, Num_Chunks:7,27.7381
,554M, Num_Chunks:7,27.9767
,530M, Num_Chunks:7,29.3584
,554M, Num_Chunks:7,35.5485
,530M, Num_Chunks:7,24.1696
,554M, Num_Chunks:7,29.0090
,530M, Num_Chunks:7,29.4041
,554M, Num_Chunks:7,27.4436
,554M, Num_Chunks:7,18.7159
,530M, Num_Chunks:7,33.6046
,554M, Num_Chunks:7,31.2293
,530M, Num_Chunks:7,25.6814
,530M, Num_Chunks:7,28.4808
,554M, Num_Chunks:7,28.5081
,555M, Num_Chunks:7,28.6983
,530M, Num_Chunks:7,30.6309
,555M, Num_Chunks:7,24.7864
,531M, Num_Chunks:7,38.0940
,555M, Num_Chunks:7,35.4009
,531M, Num_Chunks:7,32.1914
,555M, Num_Chunks:7,26.8708
,555M, Num_Chunks:7,27.0082
,531M, Num_Chunks:7,47.2202
,531M, Num_Chunks:7,20.0392
,555M, Num_Chunks:7,36.5274
,531M, Num_Chunks:7,28.6471
,555M, Num_Chunks:7,23.2635
,555M, Num_Chunks:7,28.2944
,531M, Num_Chunks:7,34.1103
,531M, Num_Chunks:7,35.8267
,555M, Num_Chunks:7,35.9438
,531M, Num_Chunks:7,37.5029
,555M, Num_Chunks:7,43.3423
,556M, Num_Chunks:7,24.9557
,531M, Num_Chunks:7,38.8612
,556M, Num_Chunks:7,31.5458
,531M, Num_Chunks:7,29.8076
,556M, Num_Chunks:7,28.0236
,532M, Num_Chunks:7,27.9441
,532M, Num_Chunks:7,22.5412
,556M, Num_Chunks:7,28.8095
,532M, Num_Chunks:7,29.0739
,556M, Num_Chunks:7,35.5595
,556M, Num_Chunks:7,28.9742
,532M, Num_Chunks:7,35.5343
,532M, Num_Chunks:7,31.0286
,556M, Num_Chunks:7,31.0353
,532M, Num_Chunks:7,26.2603
,556M, Num_Chunks:7,26.7785
,556M, Num_Chunks:7,28.6685
,532M, Num_Chunks:7,29.2317
,532M, Num_Chunks:7,26.1350
,556M, Num_Chunks:7,26.1764
,557M, Num_Chunks:7,32.7324
,532M, Num_Chunks:7,32.7553
,532M, Num_Chunks:7,29.4412
,557M, Num_Chunks:7,29.4758
,533M, Num_Chunks:7,33.7451
,557M, Num_Chunks:7,33.7587
,533M, Num_Chunks:7,23.7829
,557M, Num_Chunks:7,30.0050
,533M, Num_Chunks:7,28.5830
,557M, Num_Chunks:7,28.9794
,533M, Num_Chunks:7,27.9258
,557M, Num_Chunks:7,22.9616
,533M, Num_Chunks:7,26.9151
,557M, Num_Chunks:7,27.1770
,557M, Num_Chunks:7,21.7356
,533M, Num_Chunks:7,30.5553
,533M, Num_Chunks:7,19.0927
,557M, Num_Chunks:7,33.1532
,557M, Num_Chunks:7,26.1992
,533M, Num_Chunks:7,42.4602
,558M, Num_Chunks:7,24.5128
,533M, Num_Chunks:7,28.5190
,558M, Num_Chunks:7,30.8202
,533M, Num_Chunks:7,42.9549
,558M, Num_Chunks:7,25.2175
,558M, Num_Chunks:7,34.5824
,534M, Num_Chunks:7,34.6008
,534M, Num_Chunks:7,29.1913
,558M, Num_Chunks:7,35.4768
,534M, Num_Chunks:7,21.6381
,534M, Num_Chunks:7,19.5392
,558M, Num_Chunks:7,41.2468
,534M, Num_Chunks:7,22.7127
,558M, Num_Chunks:7,24.2364
,534M, Num_Chunks:7,24.2504
,558M, Num_Chunks:7,31.0163
,534M, Num_Chunks:7,21.3714
,558M, Num_Chunks:7,27.3144
,534M, Num_Chunks:7,27.1304
,534M, Num_Chunks:7,21.2919
,558M, Num_Chunks:7,41.6070
,534M, Num_Chunks:7,20.8530
,535M, Num_Chunks:7,25.0195
,559M, Num_Chunks:7,32.1583
,559M, Num_Chunks:7,29.8757
,535M, Num_Chunks:7,29.9307
,559M, Num_Chunks:7,23.8443
,535M, Num_Chunks:7,30.2987
,559M, Num_Chunks:7,31.9408
,535M, Num_Chunks:7,32.7491
,535M, Num_Chunks:7,24.0835
,559M, Num_Chunks:7,37.3975
,535M, Num_Chunks:7,24.1030
,559M, Num_Chunks:7,31.7752
,535M, Num_Chunks:7,22.9763
,535M, Num_Chunks:7,21.5393
,559M, Num_Chunks:7,38.1343
,535M, Num_Chunks:7,26.6405
,559M, Num_Chunks:7,25.7456
,535M, Num_Chunks:7,25.7456
,559M, Num_Chunks:7,26.3796
,536M, Num_Chunks:7,29.0098
,536M, Num_Chunks:7,22.7676
,559M, Num_Chunks:7,44.7284
,536M, Num_Chunks:7,29.0583
,560M, Num_Chunks:7,29.0896
,560M, Num_Chunks:7,33.0247
,536M, Num_Chunks:7,33.0814
,560M, Num_Chunks:7,30.0719
,536M, Num_Chunks:7,36.6724
,560M, Num_Chunks:7,23.6714
,536M, Num_Chunks:7,30.3248
,560M, Num_Chunks:7,27.2358
,536M, Num_Chunks:7,24.8520
,560M, Num_Chunks:7,24.4841
,536M, Num_Chunks:7,27.1264
,560M, Num_Chunks:7,37.8996
,536M, Num_Chunks:7,24.4092
,536M, Num_Chunks:7,26.3390
,537M, Num_Chunks:7,21.6500
,560M, Num_Chunks:7,48.0315
,537M, Num_Chunks:7,28.7820
,560M, Num_Chunks:7,28.7810
,537M, Num_Chunks:7,26.8904
,560M, Num_Chunks:7,34.0489
,561M, Num_Chunks:7,21.8246
,537M, Num_Chunks:7,35.6884
,561M, Num_Chunks:7,31.5605
,537M, Num_Chunks:7,24.8774
,561M, Num_Chunks:7,28.3239
,537M, Num_Chunks:7,35.1290
,561M, Num_Chunks:7,28.8296
,537M, Num_Chunks:7,28.7124
,561M, Num_Chunks:7,22.6456
,537M, Num_Chunks:7,24.1738
,537M, Num_Chunks:7,22.4776
,561M, Num_Chunks:7,30.7145
,561M, Num_Chunks:7,35.2224
,537M, Num_Chunks:7,35.2706
,561M, Num_Chunks:7,27.4699
,538M, Num_Chunks:7,27.4244
,538M, Num_Chunks:7,26.6465
,561M, Num_Chunks:7,33.7515
,538M, Num_Chunks:7,28.9304
,561M, Num_Chunks:7,28.9403
,562M, Num_Chunks:7,28.0042
,538M, Num_Chunks:7,35.1723
,562M, Num_Chunks:7,25.3418
,538M, Num_Chunks:7,32.4673
,538M, Num_Chunks:7,26.3807
,562M, Num_Chunks:7,34.6907
,562M, Num_Chunks:7,25.1876
,538M, Num_Chunks:7,32.1670
,562M, Num_Chunks:7,25.9052
,538M, Num_Chunks:7,26.8548
,562M, Num_Chunks:7,28.2423
,538M, Num_Chunks:7,27.1934
,538M, Num_Chunks:7,19.7361
,562M, Num_Chunks:7,27.3186
,562M, Num_Chunks:7,19.8760
,539M, Num_Chunks:7,30.9814
,562M, Num_Chunks:7,23.3286
,539M, Num_Chunks:7,32.3732
,562M, Num_Chunks:7,27.3698
,563M, Num_Chunks:7,20.1825
,539M, Num_Chunks:7,29.2523
,539M, Num_Chunks:7,24.7437
,563M, Num_Chunks:7,30.3435
,563M, Num_Chunks:7,29.1824
,539M, Num_Chunks:7,34.7997
,539M, Num_Chunks:7,29.8986
,563M, Num_Chunks:7,35.9359
,563M, Num_Chunks:7,18.6476
,539M, Num_Chunks:7,30.3523
,563M, Num_Chunks:7,29.9635
,539M, Num_Chunks:7,29.9647
,563M, Num_Chunks:7,23.7137
,539M, Num_Chunks:7,29.4956
,539M, Num_Chunks:7,23.7732
,563M, Num_Chunks:7,35.2557
,540M, Num_Chunks:7,28.2076
,563M, Num_Chunks:7,28.2275
,540M, Num_Chunks:7,32.7842
,563M, Num_Chunks:7,32.8048
,564M, Num_Chunks:7,22.7224
,540M, Num_Chunks:7,29.7241
,564M, Num_Chunks:7,24.2807
,540M, Num_Chunks:7,29.0527
,540M, Num_Chunks:7,18.9862
,564M, Num_Chunks:7,37.9538
,540M, Num_Chunks:7,23.4788
,564M, Num_Chunks:7,23.2795
,540M, Num_Chunks:7,22.6204
,564M, Num_Chunks:7,28.1814
,540M, Num_Chunks:7,21.7676
,564M, Num_Chunks:7,25.0479
,540M, Num_Chunks:7,28.8430
,564M, Num_Chunks:7,28.0734
,540M, Num_Chunks:7,21.5945
,541M, Num_Chunks:7,20.1585
,564M, Num_Chunks:7,34.1550
,541M, Num_Chunks:7,26.4599
,564M, Num_Chunks:7,30.2585
,541M, Num_Chunks:7,26.5736
,564M, Num_Chunks:7,24.6333
,541M, Num_Chunks:7,32.9790
,565M, Num_Chunks:7,29.6070
,541M, Num_Chunks:7,31.8034
,565M, Num_Chunks:7,31.4209
,565M, Num_Chunks:7,20.6991
,541M, Num_Chunks:7,28.2630
,541M, Num_Chunks:7,27.7715
,565M, Num_Chunks:7,35.3534
,565M, Num_Chunks:7,17.2750
,541M, Num_Chunks:7,28.6636
,541M, Num_Chunks:7,19.7954
,565M, Num_Chunks:7,31.7428
,541M, Num_Chunks:7,26.7845
,565M, Num_Chunks:7,27.4557
,565M, Num_Chunks:7,19.6312
,542M, Num_Chunks:7,26.5127
,565M, Num_Chunks:7,31.7473
,542M, Num_Chunks:7,31.7409
,565M, Num_Chunks:7,26.0653
,542M, Num_Chunks:7,32.4975
,542M, Num_Chunks:7,21.4242
,566M, Num_Chunks:7,35.4628
,542M, Num_Chunks:7,26.9248
,566M, Num_Chunks:7,27.6732
,542M, Num_Chunks:7,26.9779
,566M, Num_Chunks:7,27.9018
,542M, Num_Chunks:7,32.4507
,566M, Num_Chunks:7,28.5859
,542M, Num_Chunks:7,31.4336
,566M, Num_Chunks:7,26.0343
,542M, Num_Chunks:7,33.0630
,566M, Num_Chunks:7,33.0498
,542M, Num_Chunks:7,25.0942
,566M, Num_Chunks:7,36.1663
,543M, Num_Chunks:7,23.9774
,566M, Num_Chunks:7,26.2613
,543M, Num_Chunks:7,20.7349
,543M, Num_Chunks:7,20.3503
,566M, Num_Chunks:7,27.7423
,566M, Num_Chunks:7,29.7874
,543M, Num_Chunks:7,35.9467
,567M, Num_Chunks:7,26.0517
,543M, Num_Chunks:7,26.3698
,567M, Num_Chunks:7,27.7923
,543M, Num_Chunks:7,21.3484
,543M, Num_Chunks:7,27.8736
,567M, Num_Chunks:7,28.6219
,567M, Num_Chunks:7,30.4830
,543M, Num_Chunks:7,31.3000
,567M, Num_Chunks:7,27.0878
,543M, Num_Chunks:7,34.0932
,567M, Num_Chunks:7,23.4647
,543M, Num_Chunks:7,28.5019
,567M, Num_Chunks:7,20.2677
,544M, Num_Chunks:7,26.4599
,567M, Num_Chunks:7,30.4592
,544M, Num_Chunks:7,27.0426
,567M, Num_Chunks:7,33.1942
,544M, Num_Chunks:7,24.2548
,544M, Num_Chunks:7,18.7719
,567M, Num_Chunks:7,31.6739
,544M, Num_Chunks:7,34.0102
,568M, Num_Chunks:7,27.0767
,544M, Num_Chunks:7,35.7198
,568M, Num_Chunks:7,35.7290
,544M, Num_Chunks:7,25.4446
,568M, Num_Chunks:7,27.1760
,568M, Num_Chunks:7,20.3977
,544M, Num_Chunks:7,28.5125
,568M, Num_Chunks:7,24.5588
,544M, Num_Chunks:7,23.4939
,568M, Num_Chunks:7,31.6741
,544M, Num_Chunks:7,26.3728
,568M, Num_Chunks:7,29.3587
,545M, Num_Chunks:7,34.8328
,568M, Num_Chunks:7,25.7673
,545M, Num_Chunks:7,26.3770
,568M, Num_Chunks:7,26.2553
,545M, Num_Chunks:7,27.3329
,568M, Num_Chunks:7,20.6019
,545M, Num_Chunks:7,25.7649
,569M, Num_Chunks:7,34.1029
,545M, Num_Chunks:7,21.8044
,545M, Num_Chunks:7,28.9416
,569M, Num_Chunks:7,28.9940
